year,q_no,category,topic,question,choice1,choice2,choice3,choice4,explanation,difficulty,tags
2024,18,法令上の制限,建築基準法,次の記述のうち、建築基準法の規定によれば、正しいものはどれか。,客席部分の床面積の合計が 300 m2 の映画館については、第二種住居地域内において建築 することはできないが、準住居地域内においては建築することができる。,特定用途誘導地区内において、都市計画で建築物の高さの最高限度が定められていたとし ても、特定行政庁が用途上又は構造上やむを得ないと認めて許可したものについては、当該 最高限度を超えてよい。,計画しようとする建築物の天空率が、道路斜線制限、隣地斜線制限又は北側斜線制限に適 合する建築物の天空率未満であれば、これらの制限は適用されない。,都市計画で建(cid:7789)率の限度が 80 ％ に指定されている区域かつ防火地域内にある耐火建築物 について、建(cid:7789)率の限度を超えるためには、特定行政庁による許可を得る必要がある。,【結論】正解B（2）。 / 【根拠】高さ制限は許可で緩和可。,3,R6;法令上の制限;建築基準法
2024,19,法令上の制限,宅地造成等規制法,宅地造成及び特定盛土等規制法に関する次の記述のうち、誤っているものはどれ か。なお、この問において「都道府県知事」とは、地方自治法に基づく指定都市及び中核市に あってはその長をいうものとし、地方自治法に基づく施行時特例市に係る経過措置については 考慮しないものとする。,都道府県知事は、基礎調査のために他人の占有する土地に立ち入って測量又は調査を行う 必要があるときは、その必要の限度において、当該土地に、自ら立ち入り、又はその命じた 者若しくは委任した者に立ち入らせることができ、当該土地の占有者は、正当な理由がない 限り、その立入りを拒み、又は妨げてはならない。,都道府県知事は、宅地造成等工事規制区域内の土地について、宅地造成等に伴う災害を防 止するために必要があると認める場合には、その土地の所有者に対して、擁壁等の設置等の 措置をとることを勧告することができる。,工事主は、宅地造成等工事規制区域において行われる宅地造成等に関する工事について、 工事着手後 2 週間以内に、宅地造成等に関する工事の施行に係る土地の周辺地域の住民に対 し、説明会の開催その他の当該宅地造成等に関する工事の内容を周知させるため必要な措置 を講じなければならない。,特定盛土等規制区域内において行われる特定盛土等又は土石の堆積に関する工事について は、工事主は、当該工事に着手する日の 30 日前までに、主務省令で定めるところにより、 当該工事の計画を都道府県知事に届け出なければならない。ただし、特定盛土等又は土石の 堆積に伴う災害の発生のおそれがないと認められるものとして政令で定める工事については、 この限りでない。,【結論】正解C（3）※誤り。 / 【根拠】住民周知・説明は着手“前”。,3,R6;法令上の制限;宅地造成等規制法
2024,20,法令上の制限,土地区画整理法,土地区画整理法に関する次の記述のうち、誤っているものはどれか。なお、この 問において、同法第 136 条の 3 による大都市等の特例及び条例で定める事務処理の特例は考慮 しないものとする。,仮換地が指定された場合においては、従前の宅地について権原に基づき使用し、又は収益 することができる者は、仮換地の指定の効力発生の日から換地処分の公告がある日まで、仮 換地又は仮換地について仮に使用し、若しくは収益することができる権利の目的となるべき 宅地若しくはその部分について、従前の宅地について有する権利の内容である使用又は収益 と同じ使用又は収益をすることができる。,市町村施行の土地区画整理事業において、市町村は、換地処分をした場合においては、そ の旨を公告しなければならない。,換地計画において定められた保留地は、換地処分の公告があった日の翌日において、施行 者が取得する。,施行者は、仮換地を指定した場合において、特別の事情があるときは、その仮換地につい て使用又は収益を開始することができる日を仮換地の指定の効力発生の日と別に定めること ができる。,【結論】正解B（2）※誤り。 / 【根拠】換地処分の公告は“施行者”が主体。,3,R6;法令上の制限;土地区画整理法
2024,21,税・価格・その他,農地法,農地に関する次の記述のうち、農地法（以下この問において「法」という。）の 規定によれば、誤っているものはどれか。,法第 3 条第 1 項の許可があったときは所有権が移転する旨の停止条件付売買契約を原因と する所有権移転の仮登記の申請を行う場合にも、農業委員会の許可が必要である。,法第 5 条第 1 項の許可申請書の提出において、法ではその申請に係る権利の設定又は移転 に関し民事調停法により調停が成立した場合など一定の場合を除き、当事者は連署した申請 書を提出しなければならないとされている。,法では、農地の賃貸借で期間の定めがあるものについては、一定の場合を除き、期間満了 の 1 年前から 6 か月前までの間に更新拒絶の通知をしないと従前の賃貸借と同一の条件で更 に賃貸借したものとみなされる。,法では、農地の賃貸借の当事者は、当該賃貸借の合意による解約が民事調停法による農事 調停によって行われる場合など一定の場合を除き、知事の許可を受けなければ、当該賃貸借 について、解除、解約の申入れ、合意解約、更新拒絶の通知をしてはならないとされている。,【結論】正解A（1）※誤り。 / 【根拠】停止条件付売買の仮登記自体に3条許可は不要（本移転で要）。,3,R6;税・価格・その他;農地法
2024,22,税・価格・その他,国土利用計画法,国土利用計画法（以下この問において「法」という。）第 23 条の届出（以下この 問において「事後届出」という。）及び法第 27 条の 7 の監視区域内の届出（以下この問におい て「事前届出」という。）に関する次の記述のうち、正しいものはどれか。なお、この問にお いて「都道府県知事」とは、地方自治法に基づく指定都市にあってはその長をいうものとする。,"Ａが所有する市街化区域以外の都市計画区域内の 4,000 m2 の土地について、宅地建物取 引業者Ｂが地上権の設定を受ける契約を締結した場合、Ｂは事後届出を行わなければならな い。","宅地建物取引業者Ｃが所有する市街化区域内の 3,000 m2 の土地と宅地建物取引業者Ｄが 所有する都市計画区域外に所在する 12,000 m2 の土地を金銭の授受を伴わずに交換する契約 を締結した場合、Ｃ及びＤはともに事後届出を行う必要はない。",事前届出又は事後届出が必要な土地について、売買契約を締結したにもかかわらず所定の 期間内に当該届出をしなかった者は都道府県知事からの勧告を受けることがあるが、罰則の 適用を受けることはない。,"監視区域に指定された市街化区域内に所在する土地 2,500 m2 について売買契約を締結し ようとする当事者は、契約締結の少なくとも 6 週間前までに事前届出を行わなければならな い。",【結論】正解D（4）。 / 【根拠】監視区域の“事前届出”は契約締結の少なくとも6週間前。,3,R6;税・価格・その他;国土利用計画法
2024,23,税・価格・その他,税/住宅ローン控除,住宅借入金等を有する場合の所得税額の特別控除（以下この問において「住宅 ローン控除」という。）に関する次の記述のうち、正しいものはどれか。なお、以下の居住用 家屋は、令和 5 年に建築基準法第 6 条第 1 項の確認（建築確認）を受けたものとする。,令和 6 年中に居住用家屋を居住の用に供した場合において、その前年において居住用財産 を譲渡した場合の軽減税率の特例の適用を受けているときであっても、令和 6 年分以後の所 得税について住宅ローン控除の適用を受けることができる。,令和 6 年中に居住用家屋を居住の用に供した場合において、その前年において居住用財産 の買換え等の場合の譲渡損失の損益通算の適用を受けているときであっても、令和 6 年分以 後の所得税について住宅ローン控除の適用を受けることができる。,令和 5 年中に居住用家屋の敷地の用に供するための土地を取得した場合において、令和 6 年中に居住用家屋を新築して居住の用に供したときは、令和 5 年分の所得税について住宅 ローン控除の適用を受けることができる。,令和 6 年中に居住用家屋を居住の用に供した場合において、その居住用家屋の取得に係る 住宅借入金等の償還期間等が契約において 3 年とされているときは、令和 6 年以後 3 年間の 所得税について住宅ローン控除の適用を受けることができる。,【結論】正解B（2）。 / 【根拠】前年に譲渡損失の損益通算を使っても翌年の住宅ローン控除の適用自体は可。,3,R6;税・価格・その他;税/住宅ローン控除
2024,24,税・価格・その他,税/不動産取得税,不動産取得税に関する次の記述のうち、正しいものはどれか。,不動産取得税の課税標準は、不動産を取得した時における当該不動産の売買価格であるか ら、固定資産税の課税標準である固定資産の評価額とは異なるものである。,不動産取得税の課税標準となるべき額が、土地の取得にあっては 10 万円、家屋の取得の うち建築に係るものにあっては 1 戸につき 23 万円、その他のものにあっては 1 戸につき 12 万円に満たない場合においては、不動産取得税が課されない。,不動産取得税は、不動産の取得に対して課される税であるので、法人の合併により不動産 を取得した場合においても、不動産取得税が課される。,令和 6 年 4 月に個人が取得した住宅及び住宅用地に係る不動産取得税の税率は 3 ％ であ るが、住宅以外の家屋及び土地に係る不動産取得税の税率は 4 ％ である。,【結論】正解B（2）。 / 【根拠】少額不課税：土地10万円、家屋（建築）23万円、その他12万円。,3,R6;税・価格・その他;税/不動産取得税
2024,25,税・価格・その他,不動産鑑定評価基準,不動産の鑑定評価に関する次の記述のうち、不動産鑑定評価基準によれば、誤っ ているものはどれか。,同一需給圏とは、一般に対象不動産と代替関係が成立して、その価格の形成について相互 に影響を及ぼすような関係にある他の不動産の存する圏域をいう。,対象不動産について、依頼目的に応じ対象不動産に係る価格形成要因のうち地域要因又は 個別的要因について想定上の条件を設定する場合がある。,不動産の価格は、その不動産の効用が最高度に発揮される可能性に最も富む使用を前提と して把握される価格を標準として形成されるが、これを適合の原則という。,収益還元法は、対象不動産が将来生み出すであろうと期待される純収益の現在価値の総和 を求めることにより対象不動産の試算価格を求める手法であり、賃貸用不動産又は賃貸以外 の事業の用に供する不動産の価格を求める場合に特に有効である。,【結論】正解C（3）※誤り。 / 【根拠】記述内容は最有効使用（HBU）であって適合の原則の説明ではない。,3,R6;税・価格・その他;不動産鑑定評価基準
2024,26,宅建業法,35条/重要事項説明(一般),宅地建物取引業法第 35 条に規定する重要事項の説明に関する次の記述のうち、 正しいものはいくつあるか。なお、説明の相手方は宅地建物取引業者ではないものとする。 ア　ガス配管設備等に関して、住宅の売買後においても宅地内のガスの配管設備等の所有権が 家庭用プロパンガス販売会社にあるものとする場合には、その旨を説明しなければならない。 イ　重要事項の説明を行う宅地建物取引士は専任の宅地建物取引士でなくてもよいが、書面に 記名する宅地建物取引士は専任の宅地建物取引士でなければならない。 ウ　区分所有建物である事務所ビルの一室の売買の媒介を行う場合、当該 1 棟の建物及びその 敷地の管理が委託されているときは、その委託を受けている者の氏名（法人にあっては、そ の商号又は名称）及び住所（法人にあっては、その主たる事務所の所在地）を説明しなけれ ばならない。 エ　区分所有建物である中古マンションの一室の売買の媒介を行う場合、当該 1 棟の建物の計 画的な維持修繕のための費用の積立てを行う旨の規約の定めがあるときは、その内容及び既 に積み立てられている額について説明しなければならない。,一つ,二つ,三つ,四つ,【結論】正解C（3）＝三つ。 / 【根拠】正しいのはア・ウ・エ。イの“記名宅建士は専任”が誤り。,3,R6;宅建業法;35条/重要事項説明(一般)
2024,27,宅建業法,営業保証金,宅地建物取引業者Ａに関する次の記述のうち、正しいものはどれか。なお、Ａは 宅地建物取引業保証協会の社員ではないものとする。,Ａが主たる事務所を移転したことにより、その最寄りの供託所が変更した場合において、 金銭のみをもって営業保証金を供託しているときは、遅滞なく営業保証金を移転後の主たる 事務所の最寄りの供託所に新たに供託しなければならない。,Ａの従業員が運転する車両で現地案内を受けた者が、Ａの従業員の過失による交通事故で ケガをした場合に取得する損害賠償請求権は、Ａが供託した営業保証金の還付の対象債権と なる。,Ａは、金銭と有価証券を併用して供託することができ、有価証券のみで供託する場合の当 該有価証券の価額は、国債証券の場合はその額面金額の 100 分の 90、地方債証券の場合は その額面金額の 100 分の 80 である。,Ａは甲県内にある主たる事務所とは別に、乙県内に新たに従たる事務所を設置したときは、 営業保証金を主たる事務所の最寄りの供託所に供託しなければならない。,【結論】正解D（4）。 / 【根拠】従たる事務所ごとに営業保証金供託は不要（主たる事務所の最寄り供託所へ）。,3,R6;宅建業法;営業保証金
2024,28,宅建業法,報酬規程,"宅地建物取引業者Ａ（消費税課税事業者）及び宅地建物取引業者Ｂ（消費税免税 事業者）が受領した報酬に関するアからウの記述のうち、宅地建物取引業法の規定に違反しな いものの組合せは 1 から 4 のうちどれか。なお、代理、媒介に当たり、広告の依頼は行われて いないものとする。 ア　居住用建物（ 1 か月の借賃 12 万円。消費税等相当額を含まない。）について、Ａは貸主か ら代理を依頼され、Ｂは借主から媒介を依頼され、Ａは貸主から 6.7 万円、Ｂは借主から 6.5 万円を報酬として受領した。なお、Ｂは、媒介の依頼を受けるに当たって、報酬につい て借主から特段の承諾を得ていない。 イ　Ｂは、事業用建物について、貸主と借主双方から媒介を依頼され、借賃 1 か月分 10 万円 （消費税等相当額を含まない。）、権利金 90 万円（権利設定の対価として支払われる金銭で あって返還されないもので、消費税等相当額を含まない。）の賃貸借契約を成立させ、貸主 と借主からそれぞれ 5 万円を報酬として受領した。 ウ　Ａは、土地付建物について、売主と買主双方から媒介を依頼され、代金 3,500 万円（消費 税等相当額を含み、土地代金は 2,400 万円である。）の売買契約を成立させ、売主と買主か らそれぞれ 110 万円を報酬として受領したほか、売主の特別の依頼に基づき行った遠隔地へ の現地調査に要した実費の費用について、売主が事前に負担を承諾していたので、売主から 9 万円を受領した。",ア、イ,イ、ウ,ア、ウ,ア、イ、ウ,【結論】正解B（2）＝イ・ウ。 / 【根拠】居住用賃貸の借主側超過受領は×。事業用や売買の上限は別基準。,3,R6;宅建業法;報酬規程
